新七村,231711.803,2678876.116
新埔福德祠,216178.0358,2663535.01
新六村,231830.2784,2675098.484
西牛埔,204458.4616,2684449.315
興中山莊,230386.7521,2678478.519
興中大復街口,230032.6511,2680195.878
醒修宮,217228.1195,2669478.34
新光里(中山路),219771.1031,2671460.359
新光里(中山路),219749.7664,2671462.619
新光里(新福路),219848.6917,2671866.65
興台塑膠廠,215340.4099,2661593.941
興仁里,205186.8507,2680698.451
翔仁社區,221545.7255,2677666.4
下坪頂,207633.5839,2675855.184
興農里,202958.574,2681634.412
興農中排,202849.773,2681288.113
興農社區,202625.8972,2680813.787
興隆路1段39巷口,222368.2805,2667736.045
興國公司,205311.3955,2669029.744
幸福公園,212828.1719,2692824.985
幸福新城,206651.543,2672556.165
興大美村路口,216648.627,2668584.467
興大郵局,217418.629,2668649.156
興大二村,217629.7859,2668607.328
新高社區,220454.298,2671589.057
新高兒童公園,220618.2749,2671773.455
興安松竹路口,219019.8378,2675264.946
興安旅順路口,218951.6214,2674268.333
興安福東路口,209560.3961,2693424.852
興安崇德二路口,218992.3327,2674625.971
新福振武路口,219930.5984,2672154.429
新福新光路口,220131.1381,2672464.441
新福里(新福路),219817.6176,2671589.839
新豐新寧街口,232194.7676,2684121.783
新豐冷凍,229335.3038,2684994.515
新峰橋,220961.1858,2659490.691
新豐,218306.2866,2654422.692
新二村,229271.4361,2679228.78
新杜拜社區,210620.5935,2676288.603
新厝路550巷口,218113.8353,2660522.406
新厝,217123.162,2662170.944
新厝(三美路),205907.1816,2689565.796
新厝(四德路),217124.8951,2662172.823
新厝(長生路),215783.6068,2693792.364
新村,212548.2333,2685714.437
新城里福德祠,221188.5562,2671697.637
新伯公,233469.1753,2680333.656
溪南派出所,214046.3564,2661327.572
西瓜寮,202977.413,2686382.406
協園,229639.6132,2683814.347
協和國小分校,208224.8526,2674534.48
協和社區,208220.3499,2674454.419
溪底(三美路),207139.3687,2688260.415
溪底,221787.7093,2685581.8
溪底(高美路),205785.1365,2688221.836
下中和,232325.397,2673076.116
下圳寮,218061.4218,2684766.717
下圓屯,229126.0667,2689266.529
下員林,214840.6534,2680801.649
下永安里,202900.5907,2680076.848
下楊桃樹腳,237593.0017,2680941.013
下溪洲,217624.8045,2684663.38
下新社,230535.4518,2682321.155
下新社區,232333.4319,2684372.85
下新,232211.7762,2684567.426
下武鹿,204738.6694,2686090.684
下五甲,208865.4446,2698263.838
下文山,210742.8324,2670886.221
下土牛,230396.0032,2684504.481
下塗城,219779.0817,2664821.08
下桐林,223258.225,2662151.168
下田心,213856.5062,2670485.694
下田寮,231305.4872,2676927.323
夏田社區,216292.4309,2664638.232
夏田活動中心,216432.8785,2664518.689
下太平,220791.4331,2668984.616
下水湳,216567.1504,2674482.729
下雙崎,240302.1892,2686948.255
下十股林,232224.2037,2673656.24
下山皮,213241.1112,2682339.633
下三角埔,212057.4429,2677191.077
下三叉坑,238296.1376,2684696.314
下七張犁,211233.1924,2673306.577
下橋仔,216466.493,2667835.871
下坪,228657.0779,2682289.527
下盤安橋,228848.9524,2684634.737
小南坑,237701.1485,2680225.248
校栗埔,230760.6512,2686256.405
校栗林,220415.542,2680693.119
蕭家花園,225120.4288,2683772.393
仙子洞,227474.9693,2666908.994
仙塘坪,229232.4891,2682386.687
向陽圓環東路口,222366.3151,2682884.949
祥順軍福七路口,222300.6248,2673312.5
向上自立路口,206101.9513,2677575.622
向上中興路口,206720.1476,2675393.772
